#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
483759	7157	4436	113010	110573	-	-	TP53	MSH2	BCC7|LFS1|P53|TRP53	COCA1|FCC1|HNPCC|HNPCC1|LCFS2	Affinity Capture-Western	physical	Zink D (2002)	PUBMED:12101417	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P43246	E9PHA6	NP_000242|NP_001245210	-	-	-	-	-	-	Homo sapiens	Homo sapiens
486284	6790	7157	112666	113010	RP5-1167H4.6	-	AURKA	TP53	AIK|ARK1|AURA|AURORA2|BTAK|PPP1R47|STK15|STK6|STK7	BCC7|LFS1|P53|TRP53	Reconstituted Complex	physical	Katayama H (2004)	PUBMED:14702041	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14965	-	NP_001310233|NP_940836|NP_940837|NP_003591|NP_001310232|NP_001310234|NP_940835|NP_940838|NP_940839	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
486285	7157	6790	113010	112666	-	RP5-1167H4.6	TP53	AURKA	BCC7|LFS1|P53|TRP53	AIK|ARK1|AURA|AURORA2|BTAK|PPP1R47|STK15|STK6|STK7	Reconstituted Complex	physical	Katayama H (2004)	PUBMED:14702041	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O14965	-	NP_001310233|NP_940836|NP_940837|NP_003591|NP_001310232|NP_001310234|NP_940835|NP_940838|NP_940839	-	-	-	-	-	-	Homo sapiens	Homo sapiens
486286	7157	6790	113010	112666	-	RP5-1167H4.6	TP53	AURKA	BCC7|LFS1|P53|TRP53	AIK|ARK1|AURA|AURORA2|BTAK|PPP1R47|STK15|STK6|STK7	Affinity Capture-Western	physical	Katayama H (2004)	PUBMED:14702041	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O14965	-	NP_001310233|NP_940836|NP_940837|NP_003591|NP_001310232|NP_001310234|NP_940835|NP_940838|NP_940839	-	-	-	-	-	-	Homo sapiens	Homo sapiens
486287	6790	7157	112666	113010	RP5-1167H4.6	-	AURKA	TP53	AIK|ARK1|AURA|AURORA2|BTAK|PPP1R47|STK15|STK6|STK7	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Katayama H (2004)	PUBMED:14702041	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14965	-	NP_001310233|NP_940836|NP_940837|NP_003591|NP_001310232|NP_001310234|NP_940835|NP_940838|NP_940839	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
486289	7157	4193	113010	110358	-	-	TP53	MDM2	BCC7|LFS1|P53|TRP53	ACTFS|HDMX|hdm2	Affinity Capture-Western	physical	Katayama H (2004)	PUBMED:14702041	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	-	-	-	-	-	-	Homo sapiens	Homo sapiens
487282	4193	7157	110358	113010	-	-	MDM2	TP53	ACTFS|HDMX|hdm2	BCC7|LFS1|P53|TRP53	Reconstituted Complex	physical	Linares LK (2003)	PUBMED:14596917	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
502511	7157	3622	113010	109834	-	-	TP53	ING2	BCC7|LFS1|P53|TRP53	ING1L|p33ING2	Affinity Capture-Western	physical	Pedeux R (2005)	PUBMED:16024799	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q9H160	B2RA15	NP_001555|NP_001278888	-	-	-	-	-	-	Homo sapiens	Homo sapiens
502512	2033	7157	108347	113010	RP1-85F18.1	-	EP300	TP53	KAT3B|RSTS2|p300	BCC7|LFS1|P53|TRP53	Biochemical Activity	physical	Pedeux R (2005)	PUBMED:16024799	9606	9606	Low Throughput	-	Acetylation	-	-	BIOGRID	Q09472	Q7Z6C1	NP_001349772|NP_001420	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503021	7157	84148	113010	123914	-	PP7073	TP53	KAT8	BCC7|LFS1|P53|TRP53	MOF|MYST1|ZC2HC8|hMOF	Reconstituted Complex	physical	Dou Y (2005)	PUBMED:15960975	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q9H7Z6	-	NP_892003|NP_115564	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503022	7157	4297	113010	110443	-	hCG_1732268	TP53	KMT2A	BCC7|LFS1|P53|TRP53	ALL-1|CXXC7|HRX|HTRX1|MLL|MLL/GAS7|MLL1|MLL1A|TET1-MLL|TRX1|WDSTS	Reconstituted Complex	physical	Dou Y (2005)	PUBMED:15960975	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q03164	-	NP_005924|NP_001184033	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503023	7157	5929	113010	111864	-	-	TP53	RBBP5	BCC7|LFS1|P53|TRP53	RBQ3|SWD1	Reconstituted Complex	physical	Dou Y (2005)	PUBMED:15960975	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q15291	B4DLF8|A0A024R9B5	NP_001180202|NP_001180201|NP_005048	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503024	7157	4221	113010	110384	-	-	TP53	MEN1	BCC7|LFS1|P53|TRP53	MEAI|SCG2	Reconstituted Complex	physical	Dou Y (2005)	PUBMED:15960975	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O00255	A0A024R5E3|Q9GZQ5|A0A024R5D2	NP_000235|NP_570714|NP_570715|NP_570716|NP_570711|NP_570712|NP_570713	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503025	7157	11091	113010	116272	-	-	TP53	WDR5	BCC7|LFS1|P53|TRP53	BIG-3|CFAP89|SWD3	Reconstituted Complex	physical	Dou Y (2005)	PUBMED:15960975	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P61964	-	NP_001371340|NP_060058|NP_001371342|NP_001371343|NP_001371344|NP_001371341|NP_001371346|NP_001371347|NP_001371348|NP_001371339|NP_001371338|NP_438172|NP_001371345	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503446	7157	2810	113010	109072	-	-	TP53	SFN	BCC7|LFS1|P53|TRP53	YWHAS	Affinity Capture-Western	physical	Yang HY (2003)	PUBMED:14517281	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P31947	-	NP_006133	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503447	7157	2810	113010	109072	-	-	TP53	SFN	BCC7|LFS1|P53|TRP53	YWHAS	Reconstituted Complex	physical	Yang HY (2003)	PUBMED:14517281	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P31947	-	NP_006133	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503572	4193	7157	110358	113010	-	-	MDM2	TP53	ACTFS|HDMX|hdm2	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	O'Keefe K (2003)	PUBMED:12944468	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503801	4800	7157	110866	113010	-	-	NFYA	TP53	CBF-A|CBF-B|HAP2|NF-YA	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Imbriano C (2005)	PUBMED:15831478	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P23511	A0A024RD22	NP_068351|NP_002496	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503803	4800	7157	110866	113010	-	-	NFYA	TP53	CBF-A|CBF-B|HAP2|NF-YA	BCC7|LFS1|P53|TRP53	Reconstituted Complex	physical	Imbriano C (2005)	PUBMED:15831478	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P23511	A0A024RD22	NP_068351|NP_002496	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503805	7157	4800	113010	110866	-	-	TP53	NFYA	BCC7|LFS1|P53|TRP53	CBF-A|CBF-B|HAP2|NF-YA	Affinity Capture-Western	physical	Imbriano C (2005)	PUBMED:15831478	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P23511	A0A024RD22	NP_068351|NP_002496	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503806	7157	4801	113010	110867	-	-	TP53	NFYB	BCC7|LFS1|P53|TRP53	CBF-A|CBF-B|HAP3|NF-YB	Affinity Capture-Western	physical	Imbriano C (2005)	PUBMED:15831478	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P25208	A0A024RBG7	NP_006157	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503890	7157	57520	113010	121581	-	-	TP53	HECW2	BCC7|LFS1|P53|TRP53	NEDL2	Affinity Capture-Western	physical	Miyazaki K (2003)	PUBMED:12890487	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q9P2P5	-	NP_001335697|NP_065811	-	-	-	-	-	-	Homo sapiens	Homo sapiens
504133	11200	7157	116369	113010	RP11-436C9.1	-	CHEK2	TP53	CDS1|CHK2|HuCds1|LFS2|PP1425|RAD53|hCds1	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Louria-Hayon I (2003)	PUBMED:12810724	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O96017	-	NP_665861|NP_009125|NP_001005735|NP_001244316	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
504577	6667	7157	112550	113010	-	-	SP1	TP53	-	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Sengupta S (2005)	PUBMED:15674334	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P08047	-	NP_003100|NP_612482|NP_001238754	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
504578	7157	6667	113010	112550	-	-	TP53	SP1	BCC7|LFS1|P53|TRP53	-	Affinity Capture-Western	physical	Sengupta S (2005)	PUBMED:15674334	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P08047	-	NP_003100|NP_612482|NP_001238754	-	-	-	-	-	-	Homo sapiens	Homo sapiens
504662	900	7157	107340	113010	-	-	CCNG1	TP53	CCNG	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Ohtsuka T (2003)	PUBMED:12642871	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P51959	-	NP_954854|NP_004051	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
504674	7157	4193	113010	110358	-	-	TP53	MDM2	BCC7|LFS1|P53|TRP53	ACTFS|HDMX|hdm2	Affinity Capture-Western	physical	Wang W (2003)	PUBMED:12612087	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	-	-	-	-	-	-	Homo sapiens	Homo sapiens
504807	7157	1387	113010	107777	-	-	TP53	CREBBP	BCC7|LFS1|P53|TRP53	CBP|KAT3A|RSTS	Co-localization	physical	Saifudeen Z (2005)	PUBMED:15632413	9606	9606	Low Throughput	-	-	ChIP	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q92793	-	NP_001073315|NP_004371	-	-	-	-	-	-	Homo sapiens	Homo sapiens
505173	5252	7157	111271	113010	DASS-97D12.4	-	PHF1	TP53	MTF2L2|PCL1|PHF2|TDRD19C|hPHF1	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Hong Z (2008)	PUBMED:18385154	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O43189	-	NP_002627|NP_077084	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
505181	5252	7157	111271	113010	DASS-97D12.4	-	PHF1	TP53	MTF2L2|PCL1|PHF2|TDRD19C|hPHF1	BCC7|LFS1|P53|TRP53	Affinity Capture-MS	physical	Hong Z (2008)	PUBMED:18385154	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O43189	-	NP_002627|NP_077084	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
505850	7157	4193	113010	110358	-	-	TP53	MDM2	BCC7|LFS1|P53|TRP53	ACTFS|HDMX|hdm2	Affinity Capture-Western	physical	Blattner C (2002)	PUBMED:12167711	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	-	-	-	-	-	-	Homo sapiens	Homo sapiens
506104	80854	7157	123332	113010	-	-	SETD7	TP53	KMT7|SET7|SET7/9|SET9	BCC7|LFS1|P53|TRP53	Biochemical Activity	physical	Chuikov S (2004)	PUBMED:15525938	9606	9606	Low Throughput	-	Methylation	-	-	BIOGRID	Q8WTS6	-	NP_085151	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
506107	80854	7157	123332	113010	-	-	SETD7	TP53	KMT7|SET7|SET7/9|SET9	BCC7|LFS1|P53|TRP53	Co-crystal Structure	physical	Chuikov S (2004)	PUBMED:15525938	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8WTS6	-	NP_085151	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
506241	7157	10524	113010	115779	-	-	TP53	KAT5	BCC7|LFS1|P53|TRP53	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	Affinity Capture-Western	physical	Kurash JK (2008)	PUBMED:18280244	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q92993	A0A024R597|A0A024R5E8	NP_006379|NP_001193762|NP_874368|NP_874369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
506367	7157	8295	113010	113900	-	-	TP53	TRRAP	BCC7|LFS1|P53|TRP53	PAF350/400|PAF400|STAF40|TR-AP|Tra1	Affinity Capture-Western	physical	Gamper AM (2008)	PUBMED:18250150	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q9Y4A5	-	NP_003487|NP_001231509|NP_001362453	-	-	-	-	-	-	Homo sapiens	Homo sapiens
506368	7157	2648	113010	108918	-	-	TP53	KAT2A	BCC7|LFS1|P53|TRP53	GCN5|GCN5L2|PCAF-b|hGCN5	Affinity Capture-Western	physical	Gamper AM (2008)	PUBMED:18250150	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q92830	-	NP_066564	-	-	-	-	-	-	Homo sapiens	Homo sapiens
506369	7157	27097	113010	117998	-	RP4-613A2.4	TP53	TAF5L	BCC7|LFS1|P53|TRP53	PAF65B	Affinity Capture-Western	physical	Gamper AM (2008)	PUBMED:18250150	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O75529	-	NP_001020418|NP_055224	-	-	-	-	-	-	Homo sapiens	Homo sapiens
506370	7157	8464	113010	114042	-	RP11-169I2.1	TP53	SUPT3H	BCC7|LFS1|P53|TRP53	SPT3|SPT3L	Affinity Capture-Western	physical	Gamper AM (2008)	PUBMED:18250150	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O75486	B4E1H0|A0A024RD67	NP_852001|NP_003590|NP_001248752	-	-	-	-	-	-	Homo sapiens	Homo sapiens
